WD,NO2_lag1,PM2.5_ema_12,gap_length,PM2.5_lag24,PM2.5_roll_std_12,is_imputed,PM2.5_roll_mean_3,NH3,NOx,NOx_lag1,Year,PM2.5_lag48,Month,NO,PM2.5_pct_change,Day,PM10,PM2.5_lag12,PM2.5_roll_mean_12,PM10_lag1,DateTime,PM2.5_lag2,PM2.5_ema_6,Frequency,PM2.5_lag3,WS,NH3_lag1,NO_lag1,SO2_lag1,PM2.5_diff,PM2.5,PM2.5_roll_std_6,Location,PM2.5_lag1,Weekday,Hour_sin,PM2.5_roll_mean_6,Month_cos,SO2,PM2.5_roll_mean_24,NO_x_NO2,Month_sin,CO_x_NOx,CO_lag1,CO,PM2.5_roll_std_24,Hour_cos,PM2.5_roll_std_3,NO2,Hour,PM2.5_lag6
270.66,10.03,24.757312802474118,0,7.38,5.355331809316657,0,32.79666666666667,7.19,27.67,31.4,2022,30.89,1,19.08,0.0,8,106.71,20.49,24.31833333333333,125.57,2022-01-08 04:00:00,32.92,28.323453208050708,Hourly,32.55,0.16,7.77,22.15,12.39,0.0,30.81,6.746103072638797,AIIMS,32.92,5,0.8660254037844386,26.96666666666667,0.8660254037844387,12.95,16.646666666666665,186.41159999999996,0.49999999999999994,31.8205,1.26,1.15,9.215441515133207,0.5000000000000001,0.2136195996007733,9.77,4,23.96
122.73,9.77,25.68849544824733,0,5.76,5.511028337192015,0,32.21666666666667,6.83,32.9,27.67,2022,31.0,1,21.14,-0.06409477521263678,8,97.98,22.37,25.17833333333333,106.71,2022-01-08 05:00:00,32.92,29.033895148607648,Hourly,32.92,0.23,7.19,19.08,12.95,-2.110000000000003,26.3,6.715061925750693,AIIMS,30.81,5,0.9659258262890683,28.108333333333334,0.8660254037844387,12.8,17.622916666666665,248.6064,0.49999999999999994,33.558,1.15,1.02,9.429638048826906,0.25881904510252074,1.2182090679902253,11.76,5,22.13
171.33,11.76,25.782573071593895,0,4.48,5.445349071928408,0,30.01,7.17,33.47,32.9,2022,30.14,1,21.84,-0.14638104511522226,8,91.92,21.34,25.50583333333333,97.98,2022-01-08 06:00:00,30.81,28.252782249005463,Hourly,32.92,0.15,6.83,21.14,12.8,-4.509999999999998,26.3,6.165901934564529,AIIMS,26.3,5,1.0,28.80333333333333,0.8660254037844387,12.47,18.47875,253.78079999999997,0.49999999999999994,33.8047,1.02,1.01,9.236270333522784,6.123233995736766e-17,3.381730326327091,11.62,6,17.32
184.1,11.62,25.862177214425603,0,3.62,5.2863158821679095,0,27.80333333333333,6.99,27.34,33.47,2022,28.28,1,18.41,0.0,8,84.55,22.69,25.91916666666667,91.92,2022-01-08 07:00:00,26.3,27.69484446357533,Hourly,30.81,0.44,7.17,21.84,12.47,0.0,22.11,3.1953528756617686,AIIMS,26.3,5,0.9659258262890683,30.3,0.8660254037844387,12.8,19.387916666666666,167.1628,0.49999999999999994,24.0592,1.01,0.88,8.864851934400294,-0.25881904510252063,2.603849714045286,9.08,7,32.55
227.04,9.08,25.284919181437047,0,3.86,5.321061852903452,0,24.903333333333332,6.52,24.99,27.34,2022,24.85,1,16.81,-0.1593155893536122,8,76.99,22.16,25.870833333333337,84.55,2022-01-08 08:00:00,26.3,26.09917461683952,Hourly,26.3,0.7,6.99,18.41,12.8,-4.190000000000001,23.29,4.356590409942154,AIIMS,22.11,5,0.8660254037844387,28.560000000000002,0.8660254037844387,13.19,20.158333333333335,142.2126,0.49999999999999994,20.741699999999998,0.88,0.83,8.214532015391024,-0.4999999999999998,2.419097627904626,8.46,8,32.92
238.49,8.46,24.97800853813904,0,7.39,5.259058851163398,0,23.900000000000002,6.07,27.33,24.99,2022,24.55,1,13.99,0.053369516056083206,8,71.28,20.97,25.965,76.99,2022-01-08 09:00:00,22.11,25.296553297742513,Hourly,26.3,0.94,6.52,16.81,13.19,1.1799999999999997,23.29,4.20015594948568,AIIMS,23.29,5,0.7071067811865476,26.955,0.8660254037844387,12.72,20.967916666666667,244.82500000000002,0.49999999999999994,32.249399999999994,0.83,1.18,7.461343263588768,-0.7071067811865475,2.160578626201896,17.5,9,32.92
241.86,17.5,24.71831491688688,0,9.53,5.098946118086716,0,22.896666666666665,5.89,22.87,27.33,2022,26.77,1,7.87,0.0,8,69.93,23.96,26.158333333333335,71.28,2022-01-08 10:00:00,23.29,24.723252355530366,Hourly,22.11,1.02,6.07,13.99,12.72,0.0,21.9,3.1812387524359043,AIIMS,23.29,5,0.49999999999999994,25.349999999999998,0.8660254037844387,12.79,21.630416666666665,119.3879,0.49999999999999994,24.242200000000004,1.18,1.06,6.887121869469683,-0.8660254037844387,0.6812733176441164,15.17,10,30.81
335.53,15.17,24.284728006596588,0,9.3,5.213085516856661,0,22.826666666666668,5.03,16.79,22.87,2022,29.26,1,5.15,-0.059682267067410935,8,75.38,22.13,25.986666666666665,69.93,2022-01-08 11:00:00,23.29,23.916608825378834,Hourly,23.29,0.86,5.89,7.87,12.79,-1.3900000000000006,27.53,1.972863401252089,AIIMS,21.9,5,0.258819045102521,23.865,0.8660254037844387,13.63,22.145833333333332,62.315000000000005,0.49999999999999994,18.3011,1.06,1.09,6.386885964133118,-0.9659258262890682,0.8025168741738848,12.1,11,26.3
161.54,12.1,24.784000620966346,0,11.17,5.081310377404163,0,24.24,4.49,16.0,16.79,2022,30.98,1,3.03,0.2570776255707764,8,75.38,17.32,26.436666666666667,75.38,2022-01-08 12:00:00,21.9,24.949006303842026,Hourly,23.29,0.73,5.03,5.15,13.63,5.630000000000003,27.53,2.311354581192587,AIIMS,27.53,5,1.2246467991473532e-16,24.069999999999997,0.8660254037844387,13.55,22.905416666666667,39.2991,0.49999999999999994,16.32,1.09,1.02,5.854577532129043,-1.0,2.9327632021696664,12.97,12,26.3
119.91,12.97,25.206462063894598,0,11.61,4.1931938901033545,0,25.653333333333336,4.88,29.04,16.0,2022,31.64,1,9.27,0.0,8,59.21,32.55,27.287499999999998,75.38,2022-01-08 13:00:00,27.53,25.68643307417288,Hourly,21.9,0.37,4.49,3.03,13.55,0.0,24.21,2.5868262407823135,AIIMS,27.53,5,-0.2588190451025208,24.275000000000002,0.8660254037844387,10.09,23.587083333333336,183.2679,0.49999999999999994,44.4312,1.02,1.53,5.3603394434751435,-0.9659258262890683,3.250482015537662,19.77,13,22.11
